"lang"
{
"Language"	"russian"
		"DOTA_Tooltip_ability_perfect_defense_trigger_chance"	"%ШАНС КОНТРАТАКИ:"
		"DOTA_Tooltip_ability_perfect_defense_hp_leech_percent"	"%ВАМПИРИЗМ:"

		"DOTA_Tooltip_ability_wd_dance"				"Woodoo dance"
		"DOTA_Tooltip_ability_wd_dance_Description"	"Твой врач знает толк в танцах , особенно в танцах лечебных !"
		"DOTA_Tooltip_modifier_wd_music"				"Woodoo music"
		"DOTA_Tooltip_modifier_wd_music_Description"	"Музыка включена!"
		
		"DOTA_Tooltip_Ability_creature_magic_attack"							"Magic Damage"
		"DOTA_Tooltip_Ability_creature_magic_attack_Description"				"Каждая атака наносит магический урон."
		"DOTA_Tooltip_Ability_creature_magic_attack_Lore"					"Способность взята из  Invasion of Evil."
		"DOTA_Tooltip_Ability_creature_magic_attack_damage_min"				"Минимальный урон:"
		"DOTA_Tooltip_Ability_creature_magic_attack_damage_max"				"Максимальный урон:"

		"DOTA_Tooltip_Ability_creature_frantic_modifier"							"Frantic"
		"DOTA_Tooltip_Ability_creature_frantic_modifier_Description"				"Чем меньше здоровья  , тем больше брони , скорости атаки и магического сопротивления получает владелец."
		"DOTA_Tooltip_Ability_creature_frantic_modifier_Lore"					"Способность взята из  Invasion of Evil."

		"DOTA_Tooltip_ability_jinada_datadriven"	"Jinada"
		"DOTA_Tooltip_ability_jinada_datadriven_Description"	"Герой тщательно продумывает следующую атаку, гарантированно делая её критической и замедляющей врага."
		"DOTA_Tooltip_ability_jinada_datadriven_crit_multiplier"	"%КРИТИЧЕСКИЙ УРОН:"
		"DOTA_Tooltip_ability_jinada_datadriven_bonus_movespeed"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_jinada_datadriven_bonus_attackspeed"	"ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_jinada_datadriven_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_slark_essence_shift"	"Essence Shift"
		"DOTA_Tooltip_ability_creature_slark_essence_shift_Description"	"Slark крадет жизненную сущность вражеских героев при атаках, выкачивая силу и превращая их в дополнительную силу для себя."
		"DOTA_Tooltip_ability_creature_slark_essence_shift_Lore"	"С каждой атакой по противнику Slark все больше узнает о его слабостях."
		"DOTA_Tooltip_ability_creature_slark_essence_shift_dmg_gain"	"ДАЕТ УРОНА:"
		"DOTA_Tooltip_ability_creature_slark_essence_shift_dmg_loss"	"ЗАБИРАЕТ УРОНА:"
		"DOTA_Tooltip_ability_creature_slark_essence_shift_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_desiccation"	"Desiccation"
		"DOTA_Tooltip_ability_creature_desiccation_Description"	"Вампир крадет жизненную силу врага при атаках, высасывая их скороть ,и передавая их себе ."
		"DOTA_Tooltip_ability_creature_desiccation_as_loss"	"ЗАБИРАЕТ СКОРОСТИ АТАКИ:"
		"DOTA_Tooltip_ability_creature_desiccation_ms_loss"	"ЗАБИРАЕТ СКОРОСТИ БЕГА:"
		"DOTA_Tooltip_ability_creature_desiccation_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_fire_of_the_soul"	"Fire of the soul"
		"DOTA_Tooltip_ability_creature_fire_of_the_soul_Description"	"Каждая атака огненного создания поджигает душу и плоть врага , нанося огромные страдания и боль."
		"DOTA_Tooltip_ability_creature_fire_of_the_soul_dmg"	"УРОНА В СЕКУНДУ:"
		"DOTA_Tooltip_ability_creature_fire_of_the_soul_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_spawn_infernal"	"Warlock spawn"
		"DOTA_Tooltip_ability_creature_spawn_infernal_Description"	"Каждая атака призывает демоническое отродие !"
		"DOTA_Tooltip_ability_creature_spawn_infernal_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_noregen_aura"	"Warlock curse"
		"DOTA_Tooltip_ability_creature_noregen_aura_Description"	"Черная магия не дает востанавливать здоровье ."
		"DOTA_Tooltip_ability_creature_noregen_aura_radius"	"РАДИУС:"

		"DOTA_Tooltip_ability_creature_lifesteal"	"Life steal"
		"DOTA_Tooltip_ability_creature_lifesteal_Description"	"Каждая атака ворует часть жизненной силы."
		"DOTA_Tooltip_ability_creature_lifesteal_lifesteal"	"ВАМПИРИЗМ:"

		"DOTA_Tooltip_ability_cold_arrow"	"Frost Attack"
		"DOTA_Tooltip_ability_cold_arrow_Description"	"Наделяет атаки жутким холодом, пробирающим жертв до костей."
		"DOTA_Tooltip_ability_cold_arrow_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_cold_arrow_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_cold_arrow_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_creature_ghost_evasion"	"Evasion"
		"DOTA_Tooltip_ability_creature_ghost_evasion_Description"	"Призрачная сущность "
		"DOTA_Tooltip_ability_creature_ghost_evasion_evasion_chance_pct"	"%ШАНС УКЛОНЕНИЯ:"

		"DOTA_Tooltip_ability_creature_vampire_evasion_evasion"	"Evasion"
		"DOTA_Tooltip_ability_creature_vampire_evasion_Description"	"Ловкость вампира делает его сложной целью для атак."
		"DOTA_Tooltip_ability_creature_vampire_evasion_evasion_chance_pct"	"%ШАНС УКЛОНЕНИЯ:"

		"DOTA_Tooltip_ability_fire_boss_immolation"	"Permanent Immolation"
		"DOTA_Tooltip_ability_fire_boss_immolation_Description"	"Обжигает противников рядом с големом, нанося им периодический урон."
		"DOTA_Tooltip_ability_fire_boss_immolation_aura_damage"	"УРОН:"
		"DOTA_Tooltip_ability_fire_boss_immolation_aura_radius"	"РАДИУС АУРЫ:"
		
		"DOTA_Tooltip_ability_demon_blood"	"Berserker's Blood"
		"DOTA_Tooltip_ability_demon_blood_Description"	"Раны делают героя сильнее, увеличивая его скорость атаки и сопротивление магическому урону в зависимости от доли недостающего здоровья."
		"DOTA_Tooltip_ability_demon_blood_maximum_attack_speed"	"МАКС. СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_demon_blood_maximum_resistance"	"%МАКС. СОПРОТИВЛЕНИЕ МАГИИ:"
		"DOTA_Tooltip_ability_demon_blood_hp_threshold_max"	"%ЗДОРОВЬЯ ДЛЯ МАКС. ЭФФЕКТА:"

		"DOTA_Tooltip_ability_creature_liquid_fire"	"Liquid Fire"
		"DOTA_Tooltip_ability_creature_liquid_fire_Description"	"Юнит наполняет свою атаку жидким пламенем, поджигая цель и всех врагов вокруг нее. Жертвы получают периодический урон и медленнее атакуют."
		"DOTA_Tooltip_ability_creature_liquid_fire_slow_attack_speed_pct"	"ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_creature_liquid_fire_damage"	"ОГНЕННЫЙ УРОН:"
		"DOTA_Tooltip_ability_creature_liquid_fire_radius"	"РАДИУС:"

		"DOTA_Tooltip_ability_skeleton_king_mortal_strike_datadriven"									"Critical Strike"
		"DOTA_Tooltip_ability_skeleton_king_mortal_strike_datadriven_Description"						"The cruel  attacks his enemy's unprotected vitals at every opportunity, inflicting critical damage."
		"DOTA_Tooltip_ability_skeleton_king_mortal_strike_datadriven_crit_chance"						"%CHANCE:"
		"DOTA_Tooltip_ability_skeleton_king_mortal_strike_datadriven_crit_mult"							"%CRITICAL DAMAGE:"

		"DOTA_Tooltip_ability_storegga_golem_spawn"									"Stone splits"
		"DOTA_Tooltip_ability_storegga_golem_spawn_Description"						"<h1>Пассивная: Division</h1> Если любая атака наносящая больше 25 урона, с вероятностью в %summon_chance%% способна отколоть камень , живущий %summon_duration% секунд."
//		"DOTA_Tooltip_ability_storegga_golem_spawn_summon_chance"						"%ШАНС:"
//		"DOTA_Tooltip_ability_storegga_golem_spawn_summon_duration"							"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_melting_strike"									"Melting strike"
		"DOTA_Tooltip_Ability_melting_strike_Description"						" Каждая атака снижает броню."
		"DOTA_Tooltip_ability_melting_strike_armor_penalty"								"СНИЖЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_melting_strike_duration"									"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_melting_strike1"									"Melting strike"
		"DOTA_Tooltip_Ability_melting_strike1_Description"						" Каждая атака снижает броню."
		"DOTA_Tooltip_ability_melting_strike1_armor_penalty"								"СНИЖЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_melting_strike1_duration"									"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_melting_strike2"									"Melting strike"
		"DOTA_Tooltip_Ability_melting_strike2_Description"						" Каждая атака снижает броню."
		"DOTA_Tooltip_ability_melting_strike2_armor_penalty"								"СНИЖЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_melting_strike2_duration"									"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_earth_golem_passive"									"Splitter"
		"DOTA_Tooltip_ability_earth_golem_passive_Description"						"<h1>Пассивная: Splitter</h1> Любой входящий урон способен отколоть осколок земли !"
		"DOTA_Tooltip_ability_earth_golem_passive_boulder_chance"									"%ШАНС СРАБАТЫВАНИЯ:"
		"DOTA_Tooltip_ability_earth_golem_passive_boulder_damage"									"УРОН :"
		"DOTA_Tooltip_ability_earth_golem_passive_boulder_stun_duration"							"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"

		"DOTA_Tooltip_ability_earth_golem_armor"									"Earth armor"
		"DOTA_Tooltip_ability_earth_golem_armor_Description"	" Толстый покров брони блокирует часть физического урона. Когда полученный урон достигает определенного предела, способность сбрасывает все отрицательные эффекты.\n\nЭффект не сочетается с другими предметами, блокирующими физический урон.\n\nТИП РАЗВЕИВАНИЯ: Сильное"
		"DOTA_Tooltip_ability_earth_golem_armor_damage_reduction"	"БЛОК УРОНА:"
		"DOTA_Tooltip_ability_earth_golem_armor_cleanse"	"ГРАНИЦА УРОНА:"
		"DOTA_Tooltip_ability_earth_golem_armor_reset_interval"	"ВРЕМЯ СБРОСА ПОКРЫТИЯ:"
		"DOTA_Tooltip_ability_earth_golem_armor_Note0"	"При подсчете полученного урона считается только тот, который был нанесен игроками."
		"DOTA_Tooltip_ability_earth_golem_armor_Note1"	"Счетчик урона обнулится, если вражеские герои не будут наносить вам урон в течение 6 секунд."
		"DOTA_Tooltip_ability_earth_golem_armor_Note2"	"Снимает большинство эффектов, не снимаемых очищающими способностями."


		"DOTA_Tooltip_ability_wind_elemental_passive"				"Wind"
		"DOTA_Tooltip_ability_wind_elemental_passive_Description"	"Сущность ветра позволяет уклонится от множества атак !"
		"DOTA_Tooltip_ability_wind_elemental_passive_evasion_chance_pct"	"%ШАНС УКЛОНЕНИЯ:"

		"DOTA_Tooltip_ability_chain_light_passive"				"Chain light"
		"DOTA_Tooltip_ability_chain_light_passive_Description"	"Каждая атака имеет шанс удраить цепной молнией !"
		"DOTA_Tooltip_ability_chain_light_passive_proc_chance"	"%ШАНС СРАБАТЫВАНИЯ:"
		"DOTA_Tooltip_ability_chain_light_passive_bounce_damage"	"УРОН:"
		"DOTA_Tooltip_ability_chain_light_passive_bounce_radius"	"РАДИУС:"

		"DOTA_Tooltip_ability_wind_elemental_unstable_current"	"Unstable Current"
		"DOTA_Tooltip_ability_wind_elemental_unstable_current_Description"	"Увеличивает скорость передвижения  и раз в %hit_interval% сек. бьёт случайного противника неподалёку током. Электрический разряд замедляет жертву, наносит ей урон и снимает с неё положительные эффекты.\n\nТИП РАЗВЕИВАНИЯ: нормальное"
		"DOTA_Tooltip_ability_wind_elemental_unstable_current_movement_speed_pct"	"%ДОП. СКОРОСТЬ:"

		"DOTA_Tooltip_ability_tornado_tempest_datadriven"	"Tempest"
		"DOTA_Tooltip_ability_tornado_tempest_datadriven_Description"	"Элементаль воздуха замедляет всех врагов, находящихся рядом с ним, а также наносит периодический урон, зависящий от того, как близко они находятся к элементалю."
		"DOTA_Tooltip_ability_tornado_tempest_datadriven_far_radius"	"РАДИУС:"
		"DOTA_Tooltip_ability_tornado_tempest_datadriven_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_tornado_tempest_datadriven_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_tornado_tempest_datadriven_near_radius"	"РАДИУС МАКС. УРОНА:"
