"lang"
{
        "Language"                "schinese"
                "DOTA_Tooltip_Ability_item_Soul_stone"                      "灵魂之石"
                "DOTA_Tooltip_ability_item_Soul_stone_Description"          "增加生命和魔法的石头"
                "DOTA_Tooltip_ability_item_Soul_stone_Lore"                 "精炼的石头中有着最纯净的能量."
                "DOTA_Tooltip_ability_item_Soul_stone_Note0"                "这石头藏着秘密."
                "DOTA_Tooltip_ability_item_Soul_stone_health_bonus"         "+$health"
                "DOTA_Tooltip_ability_item_Soul_stone_mana_bonus"           "+$mana"

                "DOTA_Tooltip_Ability_item_imba_necronomicon_tank"                             "死灵坦克"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_Description"                 "<h1>主动: 召唤坦克</h1> 召唤装甲战士 .<br><br><font color='#00FF40'>战士: 阻挡伤害.</font> :"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_Lore"                        "巫术和恶魔盛典是强大黑魔法的关键"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_tank_warrior_health"              "勇士血量:"

                "DOTA_Tooltip_Ability_item_imba_necronomicon_auraman"                             "死灵光环怪"
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_Description"                 "<h1>主动: 召唤光环怪</h1> 召唤有不同光环的弓箭手.<br><br><font color='#00FF40'>弓箭手: 有不同的光环. 分裂箭.</font> :"
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_Lore"                        "巫术和恶魔盛典是强大黑魔法的关键."
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_auraman_archer_health"               "弓箭手血量:"

                "DOTA_Tooltip_Ability_item_skull_of_midas"      "<font color=\"#FFD700\">迈达斯的头骨</font>" 
                "DOTA_Tooltip_ability_item_skull_of_midas_Description"  "<br><h1>主动: LAKAD MATATAAAG!</h1><br>无可奉告 <font color=\"#FFD700\">( ͡° ͜ʖ ͡°)</font><br><h1>被动: 迈达斯贪婪</h1><br>每次击杀获得额外金钱和经验 "
                "DOTA_Tooltip_ability_item_skull_of_midas_xp"   "经验加成:"
                "DOTA_Tooltip_ability_item_skull_of_midas_gold" "金钱加成:"

                "DOTA_Tooltip_Ability_item_kirk"        "尖嘴镐"       
                "DOTA_Tooltip_ability_item_kirk_Description"    "<h1>被动: 贪婪成性</h1><br>击杀敌人时有几率获得额外金钱和经验! "
                "DOTA_Tooltip_ability_item_kirk_xp"     "额外经验:"
                "DOTA_Tooltip_ability_item_kirk_gold_bonus"     "金钱加成:"
                "DOTA_Tooltip_ability_item_kirk_chance" "%CHANCE:"

                "DOTA_Tooltip_Ability_item_kirk_gold"   "<font color=\"#FFD700\">有缺口的尖嘴镐</font>"        
                "DOTA_Tooltip_ability_item_kirk_gold_Description"       "<br><h1>主动: 中彩票</h1><br>使用此技能,卡片上的所有英雄都会获得金钱和经验 , 但自己有几率获得更多! <h1>被动: 视财如命</h1><br>击杀敌人时有几率获得额外金钱和经验! "
                "DOTA_Tooltip_ability_item_kirk_gold_xp"        "经验加成:"
                "DOTA_Tooltip_ability_item_kirk_gold_gold"      "金钱加成:"
                "DOTA_Tooltip_ability_item_kirk_gold_chance"    "%概率:"
                "DOTA_Tooltip_ability_item_kirk_gold_extra_xp"  "头奖经验:"
                "DOTA_Tooltip_ability_item_kirk_gold_extra_gold"        "头奖金钱:"

                "DOTA_Tooltip_Ability_item_kaya1"       "慧光 二级"
                "DOTA_Tooltip_ability_item_kaya1_lore"                                  "一位著名女巫的手杖，已经遗失了数千年."
                "DOTA_Tooltip_ability_item_kaya1_note0"                                 "buff不能叠加."
                "DOTA_Tooltip_ability_item_kaya1_bonus_intellect"                                       "+$int"
                "DOTA_Tooltip_ability_item_kaya1_spell_amp"                                     "%技能增强"
                "DOTA_Tooltip_ability_item_kaya1_mana_regen_multiplier"         "%+魔法恢复增强"
                "DOTA_Tooltip_ability_item_kaya1_spell_lifesteal_amp"           "%+技能吸血增强"

                "DOTA_Tooltip_Ability_item_kaya2"       "慧光 三级"
                "DOTA_Tooltip_ability_item_kaya2_lore"                                  "一位著名女巫的手杖，已经遗失了数千年."
                "DOTA_Tooltip_ability_item_kaya2_note0"                                 "buff不能叠加."
                "DOTA_Tooltip_ability_item_kaya2_bonus_intellect"                                       "+$int"
                "DOTA_Tooltip_ability_item_kaya2_mana_regen_multiplier"         "%+魔法恢复增强"
                "DOTA_Tooltip_ability_item_kaya2_spell_lifesteal_amp"           "%+技能吸血增强"
                
                "DOTA_Tooltip_Ability_item_octarine_core1"      "玲珑心 一级"    
                "DOTA_Tooltip_Ability_item_octarine_core"       "玲珑心 二级"    
                "DOTA_Tooltip_ability_item_octarine_core1_Description"                                          "<h1>被动: 冷却时间减少</h1>减少所有技能和物品的冷却时间 %bonus_cooldown%%%."
                "DOTA_Tooltip_ability_item_octarine_core_Description"                                           "<h1>被动: 冷却时间减少</h1>减少所有技能和物品的冷却时间 %bonus_cooldown%%%.\n<h1>技能吸血</h1>%creep_lifesteal%%%  技能造成的伤害将根据一定百分比以生命回复返还给施法者."
                "DOTA_Tooltip_ability_item_octarine_core1_bonus_intelligence"           "+$int"
                "DOTA_Tooltip_ability_item_octarine_core1_bonus_health"                         "+$health"
                "DOTA_Tooltip_ability_item_octarine_core1_bonus_mana"                           "+$mana"
                //"DOTA_Tooltip_ability_item_octarine_core_bonus_cooldown"                      "%冷却降低:"
                //"DOTA_Tooltip_ability_item_octarine_core_hero_lifesteal"                              "%技能生命偷取:"
                //"DOTA_Tooltip_ability_item_octarine_core_creep_lifesteal"                             "%技能生命偷取:"
                "DOTA_Tooltip_ability_item_octarine_core1_Lore"                                         "只有天才之光才能感知幽灵巫术的奥秘."

                "DOTA_Tooltip_Ability_item_pocket_phoenix"                              "<font color=\"#FF4500\">口袋凤凰</font>"         
                "DOTA_Tooltip_ability_item_pocket_phoenix_Description"  "噢我的天呐 这也太可爱了 ^_^ !"

                "DOTA_Tooltip_Ability_item_meatboy_essence"                             "<font color=\"#FF4545\"> 英雄奥秘 (食肉男孩)</font>"      
                "DOTA_Tooltip_ability_item_meatboy_essence_Description" "这块神秘的石头保留了传奇英雄的力量!<br><br><font color='#FFD700'>赞助 ‘SUPER GAMER’</font></h1>"

                "DOTA_Tooltip_Ability_item_roshan_essence"                                      "<font color=\"#C0C0C0\">灵魂碎片</font>"              
                "DOTA_Tooltip_ability_item_roshan_essence_Description"          "这个碎片中有肉山之子的力量 !<br><br><font color='#FFD700'>赞助 ‘SUPER GAMER’</font></h1>"

                "DOTA_Tooltip_Ability_item_phoenix_essence"                             "<font color=\"#FF4500\"> 英雄奥秘 (凤凰)</font>"        
                "DOTA_Tooltip_ability_item_phoenix_essence_Description" "这块神秘的石头保留了传奇英雄的力量!<br><br><font color='#FFD700'>赞助 ‘SUPER GAMER’</font></h1>"

                "DOTA_Tooltip_Ability_item_sniper_essence"                              "<font color=\"#7CFC00\"> 英雄奥秘 (斯瓦特)</font>"   
                "DOTA_Tooltip_ability_item_sniper_essence_Description"  "这块神秘的石头保留了传奇英雄的力量!<br><br><font color='#FFD700'>赞助 ‘SUPER GAMER’</font></h1>"

                "DOTA_Tooltip_Ability_item_alchemist_essence"                           "<font color=\"#FFD700\"> 英雄奥秘 (炼金术士)</font>"      
                "DOTA_Tooltip_ability_item_alchemist_essence_Description"       "这块神秘的石头保留了传奇英雄的力量!<br><br><font color='#FFD700'>赞助 ‘SUPER GAMER’</font></h1>"

                "DOTA_Tooltip_Ability_item_phantom_assassin_essence"                            "<font color=\"#9932CC\"> 英雄奥秘 (幻影刺客)</font>"       
